GO ID	GO term	Organism	Proteome File
GO:0000785	chromatin	R. norvegicus	UP000002494_10116
GO:0000794	condensed nuclear chromosome	R. norvegicus	UP000002494_10116
GO:0000902	cell morphogenesis	R. norvegicus	UP000002494_10116
GO:0000922	spindle pole	R. norvegicus	UP000002494_10116
GO:0000976	transcription cis-regulatory region binding	R. norvegicus	UP000002494_10116
GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	R. norvegicus	UP000002494_10116
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	R. norvegicus	UP000002494_10116
GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	R. norvegicus	UP000002494_10116
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	R. norvegicus	UP000002494_10116
GO:0001701	in utero embryonic development	R. norvegicus	UP000002494_10116
GO:0001725	stress fiber	R. norvegicus	UP000002494_10116
GO:0001726	ruffle	R. norvegicus	UP000002494_10116
GO:0001755	neural crest cell migration	R. norvegicus	UP000002494_10116
GO:0001764	neuron migration	R. norvegicus	UP000002494_10116
GO:0001822	kidney development	R. norvegicus	UP000002494_10116
GO:0001843	neural tube closure	R. norvegicus	UP000002494_10116
GO:0002116	semaphorin receptor complex	R. norvegicus	UP000002494_10116
GO:0002244	hematopoietic progenitor cell differentiation	R. norvegicus	UP000002494_10116
GO:0003007	heart morphogenesis	R. norvegicus	UP000002494_10116
GO:0003279	cardiac septum development	R. norvegicus	UP000002494_10116
GO:0003341	cilium movement	R. norvegicus	UP000002494_10116
GO:0003674	molecular_function	R. norvegicus	UP000002494_10116
GO:0003677	DNA binding	R. norvegicus	UP000002494_10116
GO:0003678	DNA helicase activity	R. norvegicus	UP000002494_10116
GO:0003682	chromatin binding	R. norvegicus	UP000002494_10116
GO:0003700	DNA-binding transcription factor activity	R. norvegicus	UP000002494_10116
GO:0003712	transcription coregulator activity	R. norvegicus	UP000002494_10116
GO:0003713	transcription coactivator activity	R. norvegicus	UP000002494_10116
GO:0003714	transcription corepressor activity	R. norvegicus	UP000002494_10116
GO:0003724	RNA helicase activity	R. norvegicus	UP000002494_10116
GO:0003725	double-stranded RNA binding	R. norvegicus	UP000002494_10116
GO:0003777	microtubule motor activity	R. norvegicus	UP000002494_10116
GO:0003779	actin binding	R. norvegicus	UP000002494_10116
GO:0004016	adenylate cyclase activity	R. norvegicus	UP000002494_10116
GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity	R. norvegicus	UP000002494_10116
GO:0004175	endopeptidase activity	R. norvegicus	UP000002494_10116
GO:0004222	metalloendopeptidase activity	R. norvegicus	UP000002494_10116
GO:0004386	helicase activity	R. norvegicus	UP000002494_10116
GO:0004672	protein kinase activity	R. norvegicus	UP000002494_10116
GO:0004674	protein serine/threonine kinase activity	R. norvegicus	UP000002494_10116
GO:0004712	protein serine/threonine/tyrosine kinase activity	R. norvegicus	UP000002494_10116
GO:0004713	protein tyrosine kinase activity	R. norvegicus	UP000002494_10116
GO:0004714	transmembrane receptor protein tyrosine kinase activity	R. norvegicus	UP000002494_10116
GO:0004715	non-membrane spanning protein tyrosine kinase activity	R. norvegicus	UP000002494_10116
GO:0004842	ubiquitin-protein transferase activity	R. norvegicus	UP000002494_10116
GO:0004843	thiol-dependent deubiquitinase	R. norvegicus	UP000002494_10116
GO:0004970	ionotropic glutamate receptor activity	R. norvegicus	UP000002494_10116
GO:0005005	transmembrane-ephrin receptor activity	R. norvegicus	UP000002494_10116
GO:0005044	scavenger receptor activity	R. norvegicus	UP000002494_10116
GO:0005085	guanyl-nucleotide exchange factor activity	R. norvegicus	UP000002494_10116
GO:0005096	GTPase activator activity	R. norvegicus	UP000002494_10116
GO:0005178	integrin binding	R. norvegicus	UP000002494_10116
GO:0005201	extracellular matrix structural constituent	R. norvegicus	UP000002494_10116
GO:0005229	intracellular calcium activated chloride channel activity	R. norvegicus	UP000002494_10116
GO:0005245	voltage-gated calcium channel activity	R. norvegicus	UP000002494_10116
GO:0005248	voltage-gated sodium channel activity	R. norvegicus	UP000002494_10116
GO:0005249	voltage-gated potassium channel activity	R. norvegicus	UP000002494_10116
GO:0005261	cation channel activity	R. norvegicus	UP000002494_10116
GO:0005262	calcium channel activity	R. norvegicus	UP000002494_10116
GO:0005319	lipid transporter activity	R. norvegicus	UP000002494_10116
GO:0005506	iron ion binding	R. norvegicus	UP000002494_10116
GO:0005509	calcium ion binding	R. norvegicus	UP000002494_10116
GO:0005515	protein binding	R. norvegicus	UP000002494_10116
GO:0005516	calmodulin binding	R. norvegicus	UP000002494_10116
GO:0005518	collagen binding	R. norvegicus	UP000002494_10116
GO:0005524	ATP binding	R. norvegicus	UP000002494_10116
GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	R. norvegicus	UP000002494_10116
GO:0005575	cellular_component	R. norvegicus	UP000002494_10116
GO:0005604	basement membrane	R. norvegicus	UP000002494_10116
GO:0005634	nucleus	R. norvegicus	UP000002494_10116
GO:0005635	nuclear envelope	R. norvegicus	UP000002494_10116
GO:0005654	nucleoplasm	R. norvegicus	UP000002494_10116
GO:0005730	nucleolus	R. norvegicus	UP000002494_10116
GO:0005737	cytoplasm	R. norvegicus	UP000002494_10116
GO:0005768	endosome	R. norvegicus	UP000002494_10116
GO:0005769	early endosome	R. norvegicus	UP000002494_10116
GO:0005783	endoplasmic reticulum	R. norvegicus	UP000002494_10116
GO:0005789	endoplasmic reticulum membrane	R. norvegicus	UP000002494_10116
GO:0005794	Golgi apparatus	R. norvegicus	UP000002494_10116
GO:0005813	centrosome	R. norvegicus	UP000002494_10116
GO:0005814	centriole	R. norvegicus	UP000002494_10116
GO:0005819	spindle	R. norvegicus	UP000002494_10116
GO:0005829	cytosol	R. norvegicus	UP000002494_10116
GO:0005856	cytoskeleton	R. norvegicus	UP000002494_10116
GO:0005871	kinesin complex	R. norvegicus	UP000002494_10116
GO:0005874	microtubule	R. norvegicus	UP000002494_10116
GO:0005884	actin filament	R. norvegicus	UP000002494_10116
GO:0005887	integral component of plasma membrane	R. norvegicus	UP000002494_10116
GO:0005891	voltage-gated calcium channel complex	R. norvegicus	UP000002494_10116
GO:0005901	caveola	R. norvegicus	UP000002494_10116
GO:0005903	brush border	R. norvegicus	UP000002494_10116
GO:0005905	clathrin-coated pit	R. norvegicus	UP000002494_10116
GO:0005911	cell-cell junction	R. norvegicus	UP000002494_10116
GO:0005912	adherens junction	R. norvegicus	UP000002494_10116
GO:0005925	focal adhesion	R. norvegicus	UP000002494_10116
GO:0005929	cilium	R. norvegicus	UP000002494_10116
GO:0005930	axoneme	R. norvegicus	UP000002494_10116
GO:0005938	cell cortex	R. norvegicus	UP000002494_10116
GO:0006171	cAMP biosynthetic process	R. norvegicus	UP000002494_10116
GO:0006281	DNA repair	R. norvegicus	UP000002494_10116
GO:0006302	double-strand break repair	R. norvegicus	UP000002494_10116
GO:0006306	DNA methylation	R. norvegicus	UP000002494_10116
GO:0006338	chromatin remodeling	R. norvegicus	UP000002494_10116
GO:0006357	regulation of transcription by RNA polymerase II	R. norvegicus	UP000002494_10116
GO:0006397	mRNA processing	R. norvegicus	UP000002494_10116
GO:0006468	protein phosphorylation	R. norvegicus	UP000002494_10116
GO:0006508	proteolysis	R. norvegicus	UP000002494_10116
GO:0006511	ubiquitin-dependent protein catabolic process	R. norvegicus	UP000002494_10116
GO:0006812	cation transport	R. norvegicus	UP000002494_10116
GO:0006814	sodium ion transport	R. norvegicus	UP000002494_10116
GO:0006816	calcium ion transport	R. norvegicus	UP000002494_10116
GO:0006821	chloride transport	R. norvegicus	UP000002494_10116
GO:0006897	endocytosis	R. norvegicus	UP000002494_10116
GO:0006898	receptor-mediated endocytosis	R. norvegicus	UP000002494_10116
GO:0006974	cellular response to DNA damage stimulus	R. norvegicus	UP000002494_10116
GO:0007009	plasma membrane organization	R. norvegicus	UP000002494_10116
GO:0007010	cytoskeleton organization	R. norvegicus	UP000002494_10116
GO:0007018	microtubule-based movement	R. norvegicus	UP000002494_10116
GO:0007043	cell-cell junction assembly	R. norvegicus	UP000002494_10116
GO:0007140	male meiotic nuclear division	R. norvegicus	UP000002494_10116
GO:0007155	cell adhesion	R. norvegicus	UP000002494_10116
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	R. norvegicus	UP000002494_10116
GO:0007160	cell-matrix adhesion	R. norvegicus	UP000002494_10116
GO:0007162	negative regulation of cell adhesion	R. norvegicus	UP000002494_10116
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	R. norvegicus	UP000002494_10116
GO:0007179	transforming growth factor beta receptor signaling pathway	R. norvegicus	UP000002494_10116
GO:0007224	smoothened signaling pathway	R. norvegicus	UP000002494_10116
GO:0007229	integrin-mediated signaling pathway	R. norvegicus	UP000002494_10116
GO:0007268	chemical synaptic transmission	R. norvegicus	UP000002494_10116
GO:0007283	spermatogenesis	R. norvegicus	UP000002494_10116
GO:0007368	determination of left/right symmetry	R. norvegicus	UP000002494_10116
GO:0007399	nervous system development	R. norvegicus	UP000002494_10116
GO:0007409	axonogenesis	R. norvegicus	UP000002494_10116
GO:0007411	axon guidance	R. norvegicus	UP000002494_10116
GO:0007416	synapse assembly	R. norvegicus	UP000002494_10116
GO:0007420	brain development	R. norvegicus	UP000002494_10116
GO:0007507	heart development	R. norvegicus	UP000002494_10116
GO:0007528	neuromuscular junction development	R. norvegicus	UP000002494_10116
GO:0007605	sensory perception of sound	R. norvegicus	UP000002494_10116
GO:0007612	learning	R. norvegicus	UP000002494_10116
GO:0007626	locomotory behavior	R. norvegicus	UP000002494_10116
GO:0008013	beta-catenin binding	R. norvegicus	UP000002494_10116
GO:0008017	microtubule binding	R. norvegicus	UP000002494_10116
GO:0008022	protein C-terminus binding	R. norvegicus	UP000002494_10116
GO:0008066	glutamate receptor activity	R. norvegicus	UP000002494_10116
GO:0008094	ATP-dependent activity, acting on DNA	R. norvegicus	UP000002494_10116
GO:0008104	protein localization	R. norvegicus	UP000002494_10116
GO:0008150	biological_process	R. norvegicus	UP000002494_10116
GO:0008237	metallopeptidase activity	R. norvegicus	UP000002494_10116
GO:0008270	zinc ion binding	R. norvegicus	UP000002494_10116
GO:0008305	integrin complex	R. norvegicus	UP000002494_10116
GO:0008542	visual learning	R. norvegicus	UP000002494_10116
GO:0008559	ABC-type xenobiotic transporter activity	R. norvegicus	UP000002494_10116
GO:0008569	minus-end-directed microtubule motor activity	R. norvegicus	UP000002494_10116
GO:0008574	plus-end-directed microtubule motor activity	R. norvegicus	UP000002494_10116
GO:0009410	response to xenobiotic stimulus	R. norvegicus	UP000002494_10116
GO:0009791	post-embryonic development	R. norvegicus	UP000002494_10116
GO:0009888	tissue development	R. norvegicus	UP000002494_10116
GO:0009925	basal plasma membrane	R. norvegicus	UP000002494_10116
GO:0009986	cell surface	R. norvegicus	UP000002494_10116
GO:0010212	response to ionizing radiation	R. norvegicus	UP000002494_10116
GO:0010468	regulation of gene expression	R. norvegicus	UP000002494_10116
GO:0010628	positive regulation of gene expression	R. norvegicus	UP000002494_10116
GO:0010629	negative regulation of gene expression	R. norvegicus	UP000002494_10116
GO:0010976	positive regulation of neuron projection development	R. norvegicus	UP000002494_10116
GO:0014069	postsynaptic density	R. norvegicus	UP000002494_10116
GO:0014704	intercalated disc	R. norvegicus	UP000002494_10116
GO:0015108	chloride transmembrane transporter activity	R. norvegicus	UP000002494_10116
GO:0015276	ligand-gated ion channel activity	R. norvegicus	UP000002494_10116
GO:0015278	calcium-release channel activity	R. norvegicus	UP000002494_10116
GO:0015301	anion:anion antiporter activity	R. norvegicus	UP000002494_10116
GO:0015629	actin cytoskeleton	R. norvegicus	UP000002494_10116
GO:0015630	microtubule cytoskeleton	R. norvegicus	UP000002494_10116
GO:0015701	bicarbonate transport	R. norvegicus	UP000002494_10116
GO:0016020	membrane	R. norvegicus	UP000002494_10116
GO:0016323	basolateral plasma membrane	R. norvegicus	UP000002494_10116
GO:0016324	apical plasma membrane	R. norvegicus	UP000002494_10116
GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	R. norvegicus	UP000002494_10116
GO:0016342	catenin complex	R. norvegicus	UP000002494_10116
GO:0016363	nuclear matrix	R. norvegicus	UP000002494_10116
GO:0016459	myosin complex	R. norvegicus	UP000002494_10116
GO:0016477	cell migration	R. norvegicus	UP000002494_10116
GO:0016485	protein processing	R. norvegicus	UP000002494_10116
GO:0016567	protein ubiquitination	R. norvegicus	UP000002494_10116
GO:0016579	protein deubiquitination	R. norvegicus	UP000002494_10116
GO:0016604	nuclear body	R. norvegicus	UP000002494_10116
GO:0016605	PML body	R. norvegicus	UP000002494_10116
GO:0016607	nuclear speck	R. norvegicus	UP000002494_10116
GO:0016887	ATP hydrolysis activity	R. norvegicus	UP000002494_10116
GO:0017124	SH3 domain binding	R. norvegicus	UP000002494_10116
GO:0017154	semaphorin receptor activity	R. norvegicus	UP000002494_10116
GO:0018105	peptidyl-serine phosphorylation	R. norvegicus	UP000002494_10116
GO:0018107	peptidyl-threonine phosphorylation	R. norvegicus	UP000002494_10116
GO:0018108	peptidyl-tyrosine phosphorylation	R. norvegicus	UP000002494_10116
GO:0019228	neuronal action potential	R. norvegicus	UP000002494_10116
GO:0019838	growth factor binding	R. norvegicus	UP000002494_10116
GO:0019894	kinesin binding	R. norvegicus	UP000002494_10116
GO:0019899	enzyme binding	R. norvegicus	UP000002494_10116
GO:0019901	protein kinase binding	R. norvegicus	UP000002494_10116
GO:0019903	protein phosphatase binding	R. norvegicus	UP000002494_10116
GO:0019904	protein domain specific binding	R. norvegicus	UP000002494_10116
GO:0021510	spinal cord development	R. norvegicus	UP000002494_10116
GO:0021766	hippocampus development	R. norvegicus	UP000002494_10116
GO:0021915	neural tube development	R. norvegicus	UP000002494_10116
GO:0021987	cerebral cortex development	R. norvegicus	UP000002494_10116
GO:0022857	transmembrane transporter activity	R. norvegicus	UP000002494_10116
GO:0030018	Z disc	R. norvegicus	UP000002494_10116
GO:0030027	lamellipodium	R. norvegicus	UP000002494_10116
GO:0030036	actin cytoskeleton organization	R. norvegicus	UP000002494_10116
GO:0030050	vesicle transport along actin filament	R. norvegicus	UP000002494_10116
GO:0030054	cell junction	R. norvegicus	UP000002494_10116
GO:0030155	regulation of cell adhesion	R. norvegicus	UP000002494_10116
GO:0030165	PDZ domain binding	R. norvegicus	UP000002494_10116
GO:0030175	filopodium	R. norvegicus	UP000002494_10116
GO:0030198	extracellular matrix organization	R. norvegicus	UP000002494_10116
GO:0030199	collagen fibril organization	R. norvegicus	UP000002494_10116
GO:0030215	semaphorin receptor binding	R. norvegicus	UP000002494_10116
GO:0030315	T-tubule	R. norvegicus	UP000002494_10116
GO:0030335	positive regulation of cell migration	R. norvegicus	UP000002494_10116
GO:0030424	axon	R. norvegicus	UP000002494_10116
GO:0030425	dendrite	R. norvegicus	UP000002494_10116
GO:0030426	growth cone	R. norvegicus	UP000002494_10116
GO:0030506	ankyrin binding	R. norvegicus	UP000002494_10116
GO:0030507	spectrin binding	R. norvegicus	UP000002494_10116
GO:0030534	adult behavior	R. norvegicus	UP000002494_10116
GO:0030864	cortical actin cytoskeleton	R. norvegicus	UP000002494_10116
GO:0030900	forebrain development	R. norvegicus	UP000002494_10116
GO:0031012	extracellular matrix	R. norvegicus	UP000002494_10116
GO:0031122	cytoplasmic microtubule organization	R. norvegicus	UP000002494_10116
GO:0031175	neuron projection development	R. norvegicus	UP000002494_10116
GO:0031252	cell leading edge	R. norvegicus	UP000002494_10116
GO:0031267	small GTPase binding	R. norvegicus	UP000002494_10116
GO:0031410	cytoplasmic vesicle	R. norvegicus	UP000002494_10116
GO:0031514	motile cilium	R. norvegicus	UP000002494_10116
GO:0031526	brush border membrane	R. norvegicus	UP000002494_10116
GO:0031532	actin cytoskeleton reorganization	R. norvegicus	UP000002494_10116
GO:0031594	neuromuscular junction	R. norvegicus	UP000002494_10116
GO:0032391	photoreceptor connecting cilium	R. norvegicus	UP000002494_10116
GO:0032452	histone demethylase activity	R. norvegicus	UP000002494_10116
GO:0032508	DNA duplex unwinding	R. norvegicus	UP000002494_10116
GO:0032587	ruffle membrane	R. norvegicus	UP000002494_10116
